0.000000 -122 -119 0 11:27:16
0.000000 -120 -117 3 11:27:17
0.000000 -120 -120 -3 11:27:18
0.000000 -121 -122 -7 11:27:19
0.000000 -118 -121 -7 11:27:20
0.000000 -123 -120 -2 11:27:21
0.000000 -122 -121 -4 11:27:23
0.000000 -120 -121 -6 11:27:24
0.000000 -118 -120 0 11:27:25
0.000000 -123 -120 -1 11:27:26
0.000000 -120 -120 -2 11:27:27
0.000000 -122 -122 -7 11:27:28
0.000000 -122 -119 0 11:27:29
0.000000 -123 -120 -1 11:27:30
0.000000 -121 -121 -4 11:27:31
0.000000 -120 -122 -10 11:27:32
0.000000 -120 -120 -2 11:27:33
0.000000 -121 -121 -3 11:27:35
0.000000 -123 -121 -4 11:27:36
0.000000 -121 -121 -4 11:27:37
0.000000 -120 -122 -8 11:27:38
0.000000 -123 -121 -7 11:27:39
