10.000000 -121 -121 -7 11:29:03
10.000000 -121 -122 -8 11:29:05
10.000000 -121 -121 -9 11:29:08
10.000000 -121 -120 0 11:29:13
10.000000 -121 -121 -9 11:29:14
10.000000 -125 -122 -8 11:29:15
10.000000 -122 -121 -6 11:29:17
10.000000 -118 -120 -1 11:29:18
10.000000 -122 -120 -2 11:29:20
10.000000 -122 -120 -2 11:29:21
10.000000 -122 -120 -3 11:29:23
10.000000 -121 -121 -3 11:29:24
10.000000 -122 -120 -4 11:29:26
10.000000 -120 -118 1 11:29:27
10.000000 -121 -119 0 11:29:28
10.000000 -119 -119 0 11:29:29
10.000000 -121 -122 -9 11:29:30
10.000000 -122 -122 -10 11:29:32
10.000000 -120 -119 0 11:29:34
10.000000 -122 -121 -3 11:29:35
10.000000 -121 -120 -2 11:29:36
