0.000000 -122 -121 -5 11:42:13
0.000000 -121 -121 -8 11:42:14
0.000000 -120 -121 -5 11:42:15
0.000000 -120 -121 -5 11:42:17
0.000000 -120 -121 -8 11:42:18
0.000000 -120 -122 -11 11:42:19
0.000000 -119 -121 -7 11:42:23
0.000000 -122 -120 -1 11:42:27
0.000000 -123 -121 -5 11:42:28
0.000000 -122 -119 0 11:42:29
0.000000 -121 -121 -4 11:42:30
0.000000 -120 -121 -6 11:42:32
0.000000 -122 -122 -4 11:42:33
0.000000 -121 -122 -10 11:42:34
0.000000 -120 -122 -10 11:42:35
0.000000 -120 -122 -8 11:42:36
0.000000 -119 -121 -4 11:42:38
0.000000 -120 -121 -3 11:42:39
0.000000 -121 -120 -1 11:42:41
0.000000 -121 -118 1 11:42:42
