25.000000 -121 -122 -8 11:46:12
25.000000 -118 -119 0 11:46:13
25.000000 -121 -121 -7 11:46:14
25.000000 -119 -122 -6 11:46:15
25.000000 -121 -121 -6 11:46:17
25.000000 -122 -122 -12 11:46:19
25.000000 -122 -121 -7 11:46:21
25.000000 -121 -121 -6 11:46:26
25.000000 -121 -121 -8 11:46:31
25.000000 -122 -121 -6 11:46:33
25.000000 -121 -121 -8 11:46:36
25.000000 -120 -122 -7 11:46:38
25.000000 -122 -121 -6 11:46:39
25.000000 -121 -121 -8 11:46:40
25.000000 -120 -121 -4 11:46:42
25.000000 -121 -122 -6 11:46:43
25.000000 -119 -121 -5 11:46:46
25.000000 -121 -122 -8 11:46:47
25.000000 -120 -121 -9 11:46:53
25.000000 -119 -122 -9 11:46:54
