5.000000 -121 -122 -9 11:28:08
5.000000 -120 -121 -8 11:28:09
5.000000 -121 -121 -8 11:28:10
5.000000 -121 -122 -9 11:28:11
5.000000 -120 -121 -4 11:28:13
5.000000 -121 -120 -1 11:28:15
5.000000 -122 -121 -5 11:28:16
5.000000 -121 -120 0 11:28:19
5.000000 -120 -122 -9 11:28:21
5.000000 -121 -121 -6 11:28:22
5.000000 -121 -122 -10 11:28:23
5.000000 -122 -121 -7 11:28:27
5.000000 -122 -122 -8 11:28:28
5.000000 -118 -120 -2 11:28:29
5.000000 -121 -122 -8 11:28:31
5.000000 -119 -122 -9 11:28:32
5.000000 -121 -121 -4 11:28:33
5.000000 -122 -122 -8 11:28:40
5.000000 -122 -122 -7 11:28:41
5.000000 -121 -122 -8 11:28:42
5.000000 -123 -121 -8 11:28:43
