10.000000 -121 -105 9 11:22:57
10.000000 -120 -104 9 11:22:58
10.000000 -121 -104 8 11:22:59
10.000000 -120 -104 9 11:23:00
10.000000 -121 -108 8 11:23:01
10.000000 -121 -114 5 11:23:02
10.000000 -120 -108 8 11:23:03
10.000000 -125 -109 8 11:23:04
10.000000 -120 -113 7 11:23:05
10.000000 -122 -110 7 11:23:06
10.000000 -123 -121 -4 11:23:07
10.000000 -120 -115 5 11:23:08
10.000000 -121 -115 4 11:23:09
10.000000 -120 -109 7 11:23:10
10.000000 -121 -112 7 11:23:11
10.000000 -120 -111 9 11:23:12
10.000000 -120 -102 9 11:23:13
10.000000 -123 -107 8 11:23:14
10.000000 -119 -116 4 11:23:15
10.000000 -119 -110 7 11:23:16
10.000000 -118 -110 7 11:23:17
10.000000 -121 -107 8 11:23:18
10.000000 -120 -111 7 11:23:19
10.000000 -122 -112 7 11:23:20
10.000000 -122 -112 7 11:23:21
10.000000 -123 -104 8 11:23:22
10.000000 -122 -109 8 11:23:23
10.000000 -121 -109 8 11:23:24
10.000000 -123 -105 8 11:23:25
10.000000 -120 -106 9 11:23:26
10.000000 -122 -108 8 11:23:27
10.000000 -122 -119 0 11:23:28
10.000000 -122 -112 7 11:23:29
10.000000 -121 -104 9 11:23:30
10.000000 -120 -105 9 11:23:31
10.000000 -121 -110 7 11:23:32
10.000000 -123 -113 6 11:23:33
10.000000 -120 -106 8 11:23:34
10.000000 -121 -114 5 11:23:35
10.000000 -121 -104 9 11:23:36
10.000000 -120 -119 0 11:23:37
10.000000 -118 -109 8 11:23:38
10.000000 -121 -104 9 11:23:39
10.000000 -121 -110 7 11:23:40
10.000000 -122 -104 9 11:23:41
10.000000 -122 -107 9 11:23:42
10.000000 -121 -111 7 11:23:43
10.000000 -121 -109 8 11:23:44
10.000000 -121 -104 8 11:23:45
10.000000 -120 -120 -2 11:23:46
10.000000 -121 -110 7 11:23:47
10.000000 -123 -114 5 11:23:48
10.000000 -122 -117 3 11:23:49
10.000000 -122 -110 7 11:23:50
10.000000 -120 -107 8 11:23:51
10.000000 -122 -103 8 11:23:52
10.000000 -122 -117 2 11:23:53
10.000000 -118 -110 8 11:23:54
10.000000 -121 -103 8 11:23:55
10.000000 -123 -103 8 11:23:56
10.000000 -121 -104 8 11:23:57
10.000000 -118 -116 3 11:23:58
10.000000 -120 -110 8 11:23:59
10.000000 -120 -105 8 11:24:00
10.000000 -122 -105 9 11:24:01
10.000000 -122 -106 8 11:24:02
10.000000 -119 -105 9 11:24:03
10.000000 -120 -108 8 11:24:04
10.000000 -121 -107 9 11:24:05
10.000000 -122 -108 8 11:24:06
10.000000 -120 -110 7 11:24:07
10.000000 -120 -105 9 11:24:08
10.000000 -120 -108 8 11:24:09
10.000000 -121 -109 8 11:24:10
10.000000 -122 -106 9 11:24:11
10.000000 -121 -108 8 11:24:12
10.000000 -121 -101 9 11:24:13
10.000000 -122 -101 9 11:24:14
10.000000 -121 -101 9 11:24:15
10.000000 -121 -110 7 11:24:16
10.000000 -123 -110 7 11:24:17
10.000000 -120 -100 8 11:24:18
10.000000 -122 -100 9 11:24:19
10.000000 -123 -107 8 11:24:20
10.000000 -120 -100 9 11:24:21
10.000000 -122 -110 7 11:24:22
10.000000 -121 -103 9 11:24:23
10.000000 -122 -105 8 11:24:24
10.000000 -121 -102 9 11:24:25
10.000000 -120 -90 9 11:24:26
