20.000000 -121 -122 -7 11:45:38
20.000000 -122 -121 -6 11:45:39
20.000000 -121 -121 -6 11:45:41
20.000000 -122 -121 -4 11:45:42
20.000000 -121 -120 0 11:45:44
20.000000 -120 -121 -5 11:45:45
20.000000 -121 -122 -7 11:45:46
20.000000 -122 -120 -2 11:45:47
20.000000 -121 -121 -3 11:45:48
20.000000 -121 -121 -5 11:45:49
20.000000 -125 -121 -3 11:45:50
20.000000 -121 -122 -8 11:45:52
20.000000 -123 -120 -1 11:45:53
20.000000 -121 -121 -5 11:45:54
20.000000 -122 -121 -2 11:45:55
20.000000 -120 -121 -3 11:45:57
20.000000 -120 -122 -11 11:45:58
20.000000 -121 -118 1 11:45:59
20.000000 -119 -121 -6 11:46:01
20.000000 -121 -121 -3 11:46:02
