15.000000 -121 -117 3 11:45:08
15.000000 -121 -120 -1 11:45:09
15.000000 -120 -119 0 11:45:10
15.000000 -119 -116 3 11:45:11
15.000000 -122 -120 -1 11:45:12
15.000000 -120 -119 0 11:45:13
15.000000 -121 -119 0 11:45:14
15.000000 -121 -122 -9 11:45:15
15.000000 -123 -122 -7 11:45:16
15.000000 -121 -121 -7 11:45:17
15.000000 -121 -116 3 11:45:18
15.000000 -122 -121 -7 11:45:19
15.000000 -122 -119 0 11:45:20
15.000000 -121 -119 0 11:45:21
15.000000 -120 -120 -1 11:45:22
15.000000 -120 -121 -3 11:45:23
15.000000 -121 -118 1 11:45:24
15.000000 -121 -122 -10 11:45:25
15.000000 -122 -120 -2 11:45:27
15.000000 -121 -120 -1 11:45:28
