45.000000 -121 -121 -8 11:51:13
45.000000 -121 -123 -11 11:51:26
45.000000 -121 -121 -10 11:51:34
45.000000 -121 -121 -10 11:51:51
45.000000 -121 -121 -9 11:51:55
45.000000 -121 -121 -9 11:52:02
45.000000 -123 -121 -8 11:52:09
45.000000 -121 -121 -6 11:52:10
45.000000 -122 -121 -7 11:52:11
45.000000 -120 -120 -2 11:52:12
45.000000 -119 -122 -7 11:52:15
45.000000 -121 -122 -11 11:52:16
45.000000 -121 -121 -7 11:52:19
45.000000 -119 -122 -9 11:52:20
45.000000 -121 -122 -10 11:52:21
45.000000 -121 -122 -9 11:52:23
45.000000 -121 -121 -7 11:52:26
45.000000 -121 -120 -4 11:52:27
45.000000 -121 -122 -11 11:52:30
45.000000 -119 -121 -7 11:52:35
