10.000000 -121 -121 -4 11:44:34
10.000000 -120 -118 0 11:44:36
10.000000 -125 -120 -1 11:44:38
10.000000 -121 -120 -1 11:44:39
10.000000 -121 -118 2 11:44:40
10.000000 -122 -120 -1 11:44:41
10.000000 -122 -121 -5 11:44:42
10.000000 -122 -119 0 11:44:43
10.000000 -120 -117 2 11:44:44
10.000000 -122 -118 1 11:44:45
10.000000 -121 -121 -3 11:44:46
10.000000 -125 -118 1 11:44:47
10.000000 -121 -120 -1 11:44:48
10.000000 -122 -121 -6 11:44:49
10.000000 -123 -116 4 11:44:50
10.000000 -120 -110 7 11:44:51
10.000000 -122 -117 1 11:44:52
10.000000 -122 -118 1 11:44:53
10.000000 -123 -117 2 11:44:54
10.000000 -121 -121 -3 11:44:55
