5.000000 -122 -113 5 11:44:01
5.000000 -122 -112 7 11:44:02
5.000000 -121 -105 8 11:44:03
5.000000 -121 -106 8 11:44:04
5.000000 -121 -108 8 11:44:05
5.000000 -121 -107 8 11:44:06
5.000000 -120 -110 7 11:44:07
5.000000 -122 -115 4 11:44:08
5.000000 -121 -102 9 11:44:09
5.000000 -120 -105 8 11:44:10
5.000000 -122 -103 8 11:44:11
5.000000 -123 -112 6 11:44:12
5.000000 -122 -103 8 11:44:13
5.000000 -122 -105 8 11:44:14
5.000000 -119 -106 8 11:44:15
5.000000 -122 -114 5 11:44:16
5.000000 -123 -117 3 11:44:17
5.000000 -122 -109 7 11:44:18
5.000000 -122 -120 -1 11:44:19
5.000000 -122 -108 2 11:44:20
