30.000000 -121 -120 -3 11:47:04
30.000000 -120 -121 -7 11:47:05
30.000000 -121 -121 -7 11:47:07
30.000000 -120 -122 -8 11:47:08
30.000000 -121 -121 -2 11:47:11
30.000000 -122 -121 -5 11:47:12
30.000000 -120 -121 -7 11:47:14
30.000000 -122 -119 0 11:47:16
30.000000 -122 -122 -8 11:47:17
30.000000 -121 -121 -7 11:47:18
30.000000 -121 -121 -7 11:47:25
30.000000 -121 -120 -3 11:47:28
30.000000 -121 -122 -8 11:47:34
30.000000 -121 -121 -6 11:47:38
30.000000 -121 -122 -8 11:47:39
30.000000 -120 -121 -5 11:47:40
30.000000 -121 -122 -4 11:47:46
30.000000 -121 -119 -1 11:47:47
30.000000 -118 -121 -4 11:47:48
30.000000 -123 -122 -8 11:47:52
